class	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	truc	rag2	rag2	rag2	rag2	rag2	rag2	rag2	rag2	rag2	rag2
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Oscillibacter	0.964320154291	0.635758998435	0.890039647221	1.29945469312	1.17037605526	1.4594802202	0.618742265722	0.774647887324	0.576194086429	0.636811832375	0.588107166195	0.733272227314	0.959829363669	1.03404791929	0.853881676396	1.10253583241	2.27996814018	3.42200725514	0.673155644501	0.911062906725	0.502464006184	0.435919790759	0.908691191558	0.70633768747	0.0743273375948	0.869355228206	1.10415480933	0.394123969903	0.380837843255	1.13212757145
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Papillibacter	0.0	0.00978090766823	0.0	0.0116022740457	0.0	0.0256049161439	0.0	0.0281690140845	0.0	0.0	0.0435634937922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00909669789866	0.0	0.0386510773988	0.0348735832607	0.102594166789	0.0677310111272	0.014865467519	0.024148756339	0.0569151963574	0.0119431506031	0.0200440970134	0.0414193013944
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0126103404792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0138064337981
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Sporobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Subdoligranulum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00871307833057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridiales|Syntrophomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridiales|Syntrophomonadaceae|Syntrophomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridiales|Syntrophomonadaceae|Thermosyntropha	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024148756339	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Anaerovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Dialister	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024148756339	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Propionispira	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Halanaerobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Halanaerobiales|Halanaerobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacteraceae|Ammonifex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacteraceae|Caldanaerobius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacteraceae|Mahella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales|Thermoanaerobacteraceae|Thermoanaerobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Erysipelotrichi	0.0	0.0	0.0242738085606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0261392349917	0.0	0.0	0.0	0.0	0.0	0.0579766160982	0.0	0.0	0.0	0.014865467519	0.0	0.0	0.0477726024125	0.0	0.0
Bacteria|Firmicutes|Erysipelotrichi|Erysipelotrichales	0.0	0.0	0.0242738085606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0261392349917	0.0	0.0	0.0	0.0	0.0	0.0579766160982	0.0	0.0	0.0	0.014865467519	0.0	0.0	0.0477726024125	0.0	0.0
Bacteria|Firmicutes|Erysipelotrichi|Erysipelotrichales|Erysipelotrichaceae	0.0	0.0	0.0242738085606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0261392349917	0.0	0.0	0.0	0.0	0.0	0.0579766160982	0.0	0.0	0.0	0.014865467519	0.0	0.0	0.0477726024125	0.0	0.0
Bacteria|Firmicutes|Erysipelotrichi|Erysipelotrichales|Erysipelotrichaceae|Allobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Erysipelotrichi|Erysipelotrichales|Erysipelotrichaceae|Coprobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0289883080491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Erysipelotrichi|Erysipelotrichales|Erysipelotrichaceae|Holdemania	0.0	0.0	0.0161825390404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00871307833057	0.0	0.0	0.0	0.0	0.0	0.0193255386994	0.0	0.0	0.0	0.014865467519	0.0	0.0	0.0358294518094	0.0	0.0
Bacteria|Firmicutes|Erysipelotrichi|Erysipelotrichales|Erysipelotrichaceae|Sharpea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Erysipelotrichi|Erysipelotrichales|Erysipelotrichaceae|Turicibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Fusobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Fusobacteria|Fusobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Leptotrichiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria	5.85824493732	3.59937402191	5.51015454325	3.97957999768	2.50383729854	6.45243886826	4.60119248509	9.3661971831	6.26231993935	4.58093672966	4.63951208887	3.22639780018	6.00782083185	8.39848675914	6.68293107955	7.0341786108	3.84309040223	3.04715840387	4.0844173565	4.79392624729	6.3967533095	4.35919790759	3.07782500366	7.66328011611	2.97309350379	1.49722289302	7.28514513375	5.86408694614	4.75045099218	4.445671683
Bacteria|Proteobacteria|Alphaproteobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00967585873246	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Rhodobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Acidisphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Tanticharoenia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00967585873246	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00967585873246	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00967585873246	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Betaproteobacteria	0.289296046287	0.0293427230047	0.218464277045	1.43868198167	0.393323100537	0.371271284087	0.0674991562605	0.056338028169	2.6686884003	0.0	0.370289697234	1.06324472961	0.936129873208	1.62673392182	2.76204583079	0.804851157663	0.0995619275189	0.0362756952842	0.427544801237	0.119305856833	0.975939704319	0.50566695728	0.498314524403	0.793420416062	1.51627768693	0.0482975126781	1.47979510529	1.06294040368	0.681499298457	0.0552257351926
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	0.241080038573	0.0293427230047	0.218464277045	1.43868198167	0.393323100537	0.371271284087	0.0674991562605	0.056338028169	2.62319939348	0.0	0.370289697234	1.06324472961	0.936129873208	1.62673392182	2.76204583079	0.804851157663	0.0995619275189	0.0362756952842	0.427544801237	0.119305856833	0.975939704319	0.50566695728	0.498314524403	0.793420416062	1.51627768693	0.0482975126781	1.47979510529	1.06294040368	0.681499298457	0.0552257351926
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae	0.216972034716	0.0293427230047	0.194190468485	1.25304559694	0.316577129701	0.320061451799	0.0674991562605	0.0281690140845	2.38059135709	0.0	0.370289697234	0.824931255729	0.829482166133	1.33669609079	2.61392349917	0.694597574421	0.0995619275189	0.0362756952842	0.391158009642	0.108459869848	0.830998164074	0.418482999128	0.46900190532	0.686985970005	1.35275754422	0.0482975126781	1.29766647695	0.95545204825	0.64141110443	0.0414193013944
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Parasutterella	0.120540019286	0.0293427230047	0.186099198964	1.05580693816	0.249424405219	0.243246703367	0.0562492968838	0.0140845070423	1.83472327521	0.0	0.217817468961	0.586617781852	0.73468420429	1.03404791929	2.12599111266	0.474090407938	0.0995619275189	0.0120918984281	0.291094332757	0.0759219088937	0.657068315779	0.278988666085	0.395720357614	0.522496371553	1.08517912888	0.0482975126781	1.11553784861	0.740475337394	0.501102425336	0.0414193013944
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiales_incertae_sedis	0.0241080038573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiales_incertae_sedis|Aquabacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiales_incertae_sedis|Tepidimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Verminephrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0384073742158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Janthinobacterium	0.0	0.0	0.0	0.0	0.0	0.0384073742158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Oxalobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Deltaproteobacteria	0.79556412729	0.342331768388	0.639210292095	0.266852303051	0.642747505756	0.665727819741	0.663741703229	0.507042253521	0.697498104625	0.328677074774	0.370289697234	0.568285976169	0.545088280602	0.819672131148	0.575063169818	0.738699007718	1.11509358821	0.967351874244	0.536705176021	0.715835140998	1.02425355107	0.48823016565	0.498314524403	0.696661828737	0.312174817898	0.458826370442	0.933409220262	0.310521915681	0.541190619363	0.800773160293
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae|Desulfocella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobulbaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales	0.602700096432	0.312989045383	0.598753944494	0.232045480914	0.566001534919	0.601715529382	0.607492406345	0.352112676056	0.576194086429	0.267050123254	0.348507950338	0.494958753437	0.509539044911	0.693568726356	0.531497778165	0.672546857773	0.94583831143	0.882708585248	0.47302829073	0.596529284165	0.93728862692	0.435919790759	0.46900190532	0.599903241413	0.267578415341	0.362231345086	0.819578827547	0.286635614475	0.440970134295	0.676515256109
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfohalobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfohalobiaceae|Desulfohalobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfohalobiaceae|Desulfonatronovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae	0.216972034716	0.205399061033	0.113277773283	0.0464090961829	0.067152724482	0.0896172065036	0.281246484419	0.0985915492958	0.121304018196	0.0205423171734	0.108908734481	0.109990834097	0.189595923688	0.290037831021	0.130696174959	0.264608599779	0.288729589805	0.229746070133	0.145547166379	0.238611713666	0.135278770896	0.104620749782	0.23450095266	0.164489598452	0.0	0.0724462690171	0.22766078543	0.0597157530156	0.0801763880537	0.096645036587
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio	0.168756027001	0.185837245696	0.105186503762	0.0348068221371	0.067152724482	0.0768147484317	0.258746765665	0.0985915492958	0.106141015921	0.0205423171734	0.108908734481	0.109990834097	0.189595923688	0.226986128625	0.130696174959	0.264608599779	0.278773397053	0.205562273277	0.145547166379	0.238611713666	0.135278770896	0.0871839581517	0.23450095266	0.164489598452	0.0	0.0482975126781	0.22766078543	0.0597157530156	0.0801763880537	0.096645036587
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Lawsonia	0.0482160077146	0.0195618153365	0.00809126952019	0.0	0.0	0.0128024580719	0.0224997187535	0.0	0.0151630022745	0.0	0.0	0.0	0.0	0.0504413619168	0.0	0.0	0.0	0.0241837968561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Epsilonproteobacteria	4.58052073288	3.17879499218	4.62011489603	2.22763661678	1.35264773599	2.30444245295	3.84745190685	8.64788732394	2.7899924185	4.25225965489	3.85536920061	1.55820348304	4.49105344235	5.88902900378	3.31968284395	5.39140022051	2.50896057348	2.00725513906	3.00191030656	3.87201735358	4.36757174606	3.34786399303	2.05188333578	6.13449443638	1.12977553144	0.869355228206	4.81502561184	4.28759106652	3.46762878332	3.52064061853
Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales	4.53230472517	3.17879499218	4.62011489603	2.22763661678	1.35264773599	2.30444245295	3.84745190685	8.64788732394	2.7899924185	4.25225965489	3.85536920061	1.55820348304	4.49105344235	5.86380832282	3.31968284395	5.39140022051	2.49900438072	2.00725513906	3.00191030656	3.85032537961	4.36757174606	3.34786399303	2.05188333578	6.13449443638	1.12977553144	0.77276020285	4.81502561184	4.28759106652	3.46762878332	3.52064061853
Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae	4.50819672131	3.16901408451	4.61202362651	2.22763661678	1.33346124328	2.30444245295	3.84745190685	8.60563380282	2.7899924185	4.25225965489	3.85536920061	1.55820348304	4.49105344235	5.86380832282	3.31968284395	5.39140022051	2.48904818797	2.00725513906	3.00191030656	3.83947939262	4.36757174606	3.34786399303	2.05188333578	6.11514271892	1.12977553144	0.748611446511	4.81502561184	4.27564791592	3.46762878332	3.52064061853
Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter	2.12150433944	2.10289514867	3.84335302209	1.54310244808	0.815425940138	1.65151709128	2.92496343796	5.35211267606	1.3040181956	2.95809367297	2.63559137443	0.806599450046	3.3060789193	3.49306431274	2.64877581249	3.71554575524	1.43369175627	1.33010882709	2.33785135996	2.36442516269	3.43994588849	2.26678291194	1.15784845376	4.51862602806	0.728407908429	0.362231345086	3.09618668184	3.069389705	2.10463018641	1.71199779097
Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfurimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
